location,total_sqft,bath,price,bhk,property_type,amenities_score
Rajaji Nagar,3100.0,4.0,55000000.0,4,Villa,9
Yelahanka,1405.0,2.0,5058000.0,2,Apartment,7
Yelahanka,602.0,1.0,2600000.0,1,Apartment,7
Marathahalli,1710.0,3.0,10000000.0,3,Apartment,6
JP Nagar,1500.0,2.0,8200000.0,3,Apartment,7
other,1539.0,3.0,6000000.0,3,Apartment,8
Judicial Layout,1100.0,2.0,5300000.0,3,Apartment,8
Raja Rajeshwari Nagar,1151.0,2.0,4900000.0,2,Apartment,9
other,920.0,2.0,4600000.0,2,Apartment,9
Kathriguppe,1350.0,3.0,7830000.0,3,Apartment,6
Bannerghatta Road,1200.0,2.0,6500000.0,2,Apartment,7
Thanisandra,1265.0,2.0,7800000.0,2,Apartment,8
Sarjapur  Road,1700.0,3.0,9350000.0,3,Apartment,6
Ramamurthy Nagar,1600.0,3.0,7500000.0,3,Apartment,7
other,1550.0,4.0,12000000.0,4,Apartment,5
R.T. Nagar,1560.0,3.0,12500000.0,3,Apartment,9
Haralur Road,1243.0,2.0,4600000.0,2,Apartment,7
Raja Rajeshwari Nagar,1200.0,4.0,16000000.0,4,Apartment,6
Sarjapur  Road,1403.0,3.0,5600000.0,3,Apartment,9
Doddakallasandra,1010.0,2.0,4039000.0,2,Apartment,7
Tumkur Road,1416.0,3.0,9400000.0,3,Apartment,6
Kanakpura Road,1628.0,2.0,6800000.0,2,Apartment,7
Chamrajpet,1660.4,4.0,21100000.0,4,Apartment,7
7th Phase JP Nagar,1680.0,3.0,12500000.0,3,Apartment,8
Doddathoguru,1595.0,3.0,6200000.0,3,Apartment,9
Kanakpura Road,1507.0,2.0,9500000.0,3,Apartment,9
Frazer Town,2560.0,3.0,28800000.0,3,Apartment,6
Hennur Road,1949.0,3.0,13300000.0,3,Apartment,7
BTM 2nd Stage,800.0,2.0,17500000.0,2,Apartment,8
Electronic City Phase II,1000.0,2.0,2888000.0,2,Apartment,8
other,905.0,2.0,5000000.0,2,Apartment,8
Hosakerehalli,2480.0,3.0,24500000.0,3,Apartment,6
other,1495.0,3.0,20000000.0,3,Apartment,7
Kaikondrahalli,1605.0,3.0,10500000.0,3,Apartment,7
Bommanahalli,1290.0,2.0,7300000.0,2,Apartment,6
Yelahanka,1100.0,2.0,6000000.0,2,Apartment,7
Vishveshwarya Layout,2100.0,6.0,9200000.0,6,Apartment,8
Electronics City Phase 1,995.0,2.0,4980000.0,2,Apartment,9
Rajaji Nagar,3526.0,4.0,59800000.0,4,Villa,7
Gottigere,1425.0,2.0,4700000.0,3,Apartment,7
other,1455.0,2.0,5500000.0,3,Apartment,8
other,550.0,1.0,2300000.0,1,Apartment,6
Uttarahalli,1385.0,2.0,4848000.0,3,Apartment,6
Vishveshwarya Layout,7000.0,4.0,21000000.0,4,Villa,8
other,4000.0,3.0,13000000.0,5,Villa,7
other,1060.0,2.0,5300000.0,2,Apartment,6
other,1080.0,2.0,7500000.0,3,Apartment,6
HBR Layout,1783.0,3.0,12500000.0,3,Apartment,6
Haralur Road,1520.0,2.0,9000000.0,3,Apartment,9
Sarjapur  Road,1060.0,2.0,5500000.0,2,Apartment,8
Raja Rajeshwari Nagar,1267.0,2.0,5435000.0,2,Apartment,6
Whitefield,1155.0,2.0,5500000.0,2,Apartment,7
Karuna Nagar,2500.0,3.0,18000000.0,3,Apartment,6
Bannerghatta Road,1240.0,2.0,6500000.0,2,Apartment,8
other,1570.0,3.0,7800000.0,3,Apartment,5
NGR Layout,1019.0,2.0,4590000.0,2,Apartment,9
Whitefield,1355.0,3.0,7600000.0,2,Apartment,6
other,1537.0,3.0,11000000.0,3,Apartment,5
Whitefield,4075.0,5.0,22600000.0,4,Villa,9
Raja Rajeshwari Nagar,1550.0,3.0,5245000.0,3,Apartment,6
Raja Rajeshwari Nagar,1100.0,2.0,5000000.0,2,Apartment,6
other,1750.0,3.0,15000000.0,3,Apartment,7
9th Phase JP Nagar,1466.0,2.0,7100000.0,2,Apartment,6
Rachenahalli,1550.0,3.0,7250000.0,3,Apartment,9
Akshaya Nagar,2300.0,4.0,10200000.0,3,Apartment,8
Kengeri,540.0,1.0,2250000.0,1,Apartment,5
8th Phase JP Nagar,950.0,3.0,13000000.0,3,Apartment,5
other,2800.0,7.0,25000000.0,7,Villa,8
other,1020.0,2.0,4800000.0,2,Apartment,6
Cunningham Road,2880.0,3.0,50100000.0,3,Apartment,6
Hebbal,1987.0,4.0,16500000.0,3,Apartment,9
Hoodi,1305.0,2.0,7500000.0,2,Apartment,7
Sarjapur,2100.0,3.0,12500000.0,4,Apartment,9
Electronic City,1125.0,2.0,3250000.0,2,Apartment,8
Horamavu Banaswadi,1225.0,2.0,4950000.0,2,Apartment,6
Hennur,1255.0,2.0,5550000.0,2,Apartment,9
other,1191.0,2.0,9000000.0,2,Apartment,6
Uttarahalli,3600.0,6.0,30300000.0,6,Villa,8
Electronic City,1165.0,2.0,3364000.0,2,Apartment,8
other,865.0,2.0,3511000.0,2,Apartment,5
Nagarbhavi,1850.0,2.0,8800000.0,3,Apartment,8
Hennur Road,1232.0,2.0,8900000.0,2,Apartment,7
Thanisandra,1732.0,3.0,8573000.0,3,Apartment,6
Yelahanka,1614.0,2.0,10000000.0,3,Apartment,6
Magadi Road,600.0,1.0,2200000.0,2,Apartment,8
Thigalarapalya,2072.0,4.0,15500000.0,3,Apartment,8
Electronic City,919.0,2.0,3400000.0,2,Apartment,5
other,2100.0,4.0,9000000.0,4,Apartment,9
Marsur,1200.0,3.0,15000000.0,3,Apartment,7
other,2849.0,5.0,25000000.0,4,Villa,7
other,1000.0,2.0,4200000.0,2,Apartment,5
Whitefield,1216.0,2.0,7500000.0,2,Apartment,8
Lingadheeranahalli,2245.0,4.0,15400000.0,4,Villa,8
Bannerghatta Road,1476.0,3.0,12500000.0,3,Apartment,7
Ambedkar Nagar,1852.0,3.0,13000000.0,3,Apartment,6
other,1225.0,2.0,4700000.0,2,Apartment,5
Panathur,1597.0,3.0,6712000.0,3,Apartment,5
Jakkur,2423.0,4.0,16000000.0,3,Apartment,7
Marathahalli,1152.0,2.0,9000000.0,2,Apartment,6
Harlur,1762.0,3.0,13300000.0,3,Apartment,7
Kammasandra,1400.0,3.0,9200000.0,3,Apartment,8
Rachenahalli,1530.0,2.0,7440000.000000001,3,Apartment,6
other,2400.0,6.0,40000000.0,6,Villa,7
Raja Rajeshwari Nagar,1185.0,2.0,4017000.0,2,Apartment,9
Yelahanka,1890.0,3.0,10800000.0,3,Apartment,9
Varthur Road,1247.0,2.0,5800000.0,3,Apartment,6
Bellandur,1201.0,2.0,5999000.0,2,Apartment,7
other,830.0,2.0,4000000.0,2,Apartment,8
Electronic City Phase II,1165.0,2.0,3029000.0,2,Apartment,8
Bommanahalli,1100.0,1.0,5500000.0,2,Apartment,9
9th Phase JP Nagar,1890.0,2.0,9300000.0,3,Apartment,9
other,1685.0,3.0,6000000.0,3,Apartment,7
Sarakki Nagar,3131.0,4.0,34900000.0,4,Villa,9
Battarahalli,1165.0,2.0,4300000.0,2,Apartment,6
other,827.0,2.0,4500000.0,2,Apartment,5
Uttarahalli,1200.0,4.0,17900000.0,4,Apartment,5
Electronics City Phase 1,635.0,1.0,2600000.0,1,Apartment,6
Whitefield,4000.0,4.0,38000000.0,4,Villa,7
other,1050.0,2.0,5000000.0,2,Apartment,5
Jakkur,1819.18,3.0,16800000.0,3,Apartment,8
Kanakapura,1500.0,3.0,12500000.0,3,Apartment,8
Yelenahalli,1500.0,2.0,5700000.0,3,Apartment,6
Benson Town,2850.0,4.0,47000000.0,3,Apartment,5
Raja Rajeshwari Nagar,1751.0,3.0,7200000.0,3,Apartment,9
Bommasandra,1020.0,2.0,4089000.0,2,Apartment,7
Thanisandra,1148.0,2.0,4350000.0,2,Apartment,8
Talaghattapura,1856.0,3.0,13500000.0,3,Apartment,8
other,4273.0,3.0,110000000.0,3,Apartment,8
other,1060.0,2.0,4927000.0,2,Apartment,9
Haralur Road,1300.0,2.0,6000000.0,2,Apartment,9
Hormavu,3000.0,4.0,10000000.0,4,Villa,7
Bellandur,1325.0,2.0,6500000.0,2,Apartment,6
other,1261.0,2.0,6100000.0,2,Apartment,5
other,1100.0,2.0,4600000.0,2,Apartment,6
Ramamurthy Nagar,700.0,2.0,3300000.0,2,Apartment,9
7th Phase JP Nagar,1675.0,2.0,13500000.0,3,Apartment,7
other,3400.0,4.0,19000000.0,4,Villa,8
Kodihalli,3260.0,5.0,38800000.0,4,Villa,7
other,1180.0,2.0,5600000.0,2,Apartment,9
Uttarahalli,1160.0,2.0,4500000.0,2,Apartment,5
Kasavanhalli,1863.0,3.0,10500000.0,4,Apartment,7
Sahakara Nagar,1914.0,3.0,14900000.0,3,Apartment,7
BTM Layout,1458.0,3.0,7900000.0,3,Apartment,6
Babusapalaya,1105.0,2.0,4000000.0,2,Apartment,8
Akshaya Nagar,1662.0,3.0,9000000.0,3,Apartment,9
Yelahanka,1556.0,3.0,8600000.0,3,Apartment,9
Jigani,918.0,2.0,5000000.0,2,Apartment,6
Sarjapur  Road,1455.0,2.0,9800000.0,3,Apartment,8
other,1205.0,2.0,7000000.0,2,Apartment,5
BEML Layout,1194.0,2.0,6500000.0,2,Apartment,9
Laggere,1200.0,2.0,7500000.0,2,Apartment,5
Bannerghatta Road,1100.0,2.0,5200000.0,3,Apartment,9
Sarjapur  Road,1405.0,3.0,4887000.0,3,Apartment,9
Subramanyapura,929.0,2.0,5600000.0,2,Apartment,5
Frazer Town,3436.0,5.0,34100000.0,4,Villa,9
7th Phase JP Nagar,1035.0,2.0,3933000.0,2,Apartment,8
8th Phase JP Nagar,2100.0,4.0,9200000.0,4,Apartment,8
Channasandra,1065.0,2.0,4047000.0,2,Apartment,7
Bannerghatta Road,1532.5,3.0,8429000.0,3,Apartment,9
Hormavu,1093.0,2.0,3278000.0,2,Apartment,6
Anandapura,1250.0,2.0,4500000.0,2,Apartment,9
Marathahalli,1680.0,3.0,10500000.0,3,Apartment,5
Nagarbhavi,1146.0,2.0,5000000.0,2,Apartment,5
other,1250.0,2.0,5800000.0,2,Apartment,7
Ramagondanahalli,1451.0,3.0,6044000.0,3,Apartment,8
other,1424.0,2.0,5500000.0,3,Apartment,9
Gottigere,1435.0,2.0,6200000.0,3,Apartment,9
Devanahalli,658.0,1.0,2691000.0,1,Apartment,8
Bommanahalli,1300.0,3.0,4500000.0,3,Apartment,6
Whitefield,1242.0,2.0,6500000.0,2,Apartment,7
Marathahalli,1910.0,3.0,11900000.0,3,Apartment,6
Yelahanka,1610.0,4.0,8500000.0,3,Apartment,7
Hulimavu,1127.0,2.0,6500000.0,2,Apartment,8
Yelahanka,1075.0,2.0,4200000.0,3,Apartment,6
Mysore Road,1155.0,2.0,5100000.0,2,Apartment,7
other,1250.0,3.0,5500000.0,3,Apartment,5
other,2200.0,4.0,16000000.0,3,Apartment,5
Billekahalli,2400.0,3.0,15000000.0,3,Apartment,7
Chandapura,876.0,2.0,2950000.0,2,Apartment,9
Nagarbhavi,1850.0,2.0,8900000.0,3,Apartment,7
Kadugodi,1314.0,2.0,8300000.0,2,Apartment,8
Rachenahalli,690.0,1.0,3979999.9999999995,1,Apartment,9
other,1230.0,2.0,5500000.0,2,Apartment,5
Bommasandra,920.0,2.0,3720000.0000000005,2,Apartment,8
Sarjapur  Road,1850.0,3.0,14000000.0,3,Apartment,5
Electronic City,1073.0,2.0,6000000.0,2,Apartment,5
other,1540.0,3.0,7600000.0,3,Apartment,8
Kanakpura Road,1550.0,3.0,6350000.0,3,Apartment,6
Kalyan nagar,1198.0,2.0,6500000.0,2,Apartment,8
HBR Layout,1656.0,3.0,9000000.0,3,Apartment,7
other,1900.0,3.0,15500000.0,3,Apartment,8
Ramagondanahalli,1910.0,3.0,14200000.0,3,Apartment,6
Mysore Road,1003.0,2.0,4300000.0,2,Apartment,6
Whitefield,1495.0,2.0,6700000.0,3,Apartment,6
Thanisandra,2172.0,3.0,7602000.0,3,Apartment,5
Sarakki Nagar,2400.0,4.0,35800000.0,4,Villa,8
other,1200.0,1.0,9500000.0,2,Apartment,5
Whitefield,1548.0,3.0,6500000.0,3,Apartment,5
other,5400.0,5.0,97200000.0,7,Villa,7
Whitefield,2856.0,5.0,15450000.0,4,Villa,9
Hosur Road,1689.0,3.0,10300000.0,3,Apartment,8
Electronic City Phase II,1031.0,2.0,5300000.0,2,Apartment,5
Bhoganhalli,2119.0,4.0,11100000.0,4,Apartment,8
Whitefield,1200.0,2.0,4613000.0,2,Apartment,5
other,1060.0,2.0,3700000.0,2,Apartment,7
other,1100.0,2.0,6100000.0,2,Apartment,7
other,1350.0,4.0,22500000.0,4,Apartment,8
Hennur Road,1250.0,2.0,7788000.0,3,Apartment,6
other,1100.0,2.0,11000000.0,2,Apartment,8
Whitefield,1200.0,2.0,4613000.0,2,Apartment,7
Seegehalli,1420.0,2.0,4600000.0,3,Apartment,7
Electronic City,1500.0,2.0,7800000.0,3,Apartment,5
other,1942.0,3.0,15500000.0,3,Apartment,9
Haralur Road,1985.0,3.0,13000000.0,3,Apartment,6
Sarjapur  Road,950.0,1.0,3990000.0,1,Apartment,9
other,1200.0,4.0,8000000.0,3,Apartment,6
Green Glen Layout,1752.0,3.0,10500000.0,3,Apartment,9
Abbigere,1200.0,3.0,12000000.0,4,Apartment,8
Old Madras Road,1480.0,2.0,8400000.0,3,Apartment,9
Sarjapur  Road,1826.0,3.0,13000000.0,3,Apartment,8
8th Phase JP Nagar,1035.0,2.0,3933000.0,2,Apartment,9
Sarjapur  Road,2600.0,4.0,9800000.0,4,Villa,8
Kasavanhalli,1667.0,3.0,9200000.0,3,Apartment,9
Thanisandra,934.0,2.0,5500000.0,2,Apartment,7
Mahadevpura,1620.0,2.0,7600000.0,3,Apartment,5
Electronic City,1070.0,2.0,4700000.0,2,Apartment,8
Hosur Road,3600.0,5.0,18000000.0,5,Villa,9
Uttarahalli,1280.0,2.0,6000000.0,3,Apartment,8
other,1400.0,2.0,6000000.0,2,Apartment,6
other,1330.0,2.0,6400000.0,2,Apartment,6
Balagere,1012.0,2.0,5459000.0,2,Apartment,8
Electronic City Phase II,1611.0,2.0,4833000.0,3,Apartment,7
Whitefield,1405.0,3.0,5800000.0,3,Apartment,8
other,1515.0,3.0,9000000.0,3,Apartment,6
Thigalarapalya,1830.0,4.0,15000000.0,3,Apartment,5
Kaggadasapura,1710.0,3.0,6000000.0,3,Apartment,9
BTM Layout,935.0,2.0,5150000.0,2,Apartment,9
Jakkur,2197.0,3.0,13600000.0,3,Apartment,9
Yeshwanthpur,1678.0,3.0,9213000.0,3,Apartment,6
Brookefield,1410.0,2.0,8000000.0,3,Apartment,8
Jakkur,1125.0,2.0,6500000.0,2,Apartment,5
Magadi Road,1191.0,2.0,5538000.0,3,Apartment,7
Thubarahalli,1200.0,2.0,7900000.0,2,Apartment,5
CV Raman Nagar,1525.0,2.0,6700000.0,3,Apartment,8
other,1464.0,3.0,5600000.0,3,Apartment,6
Seegehalli,920.0,2.0,2700000.0,2,Apartment,8
Yelahanka,651.0,1.0,1750000.0,1,Apartment,6
Chikkabanavar,600.0,1.0,2500000.0,2,Apartment,6
Chandapura,645.0,1.0,1645000.0,1,Apartment,9
Thanisandra,1185.0,2.0,4400000.0,2,Apartment,5
Electronics City Phase 1,1190.0,2.0,6800000.0,2,Apartment,6
Whitefield,2856.0,5.0,15850000.0,4,Villa,7
Whitefield,1355.0,2.0,7300000.0,2,Apartment,8
KR Puram,1200.0,1.0,6500000.0,2,Apartment,7
Kundalahalli,7000.0,4.0,55000000.0,4,Villa,9
Yelahanka New Town,500.0,2.0,2400000.0,1,Apartment,9
Bommasandra Industrial Area,1250.0,3.0,5000000.0,3,Apartment,8
Uttarahalli,1480.0,2.0,5800000.0,3,Apartment,9
Ambalipura,3300.0,4.0,32900000.0,4,Villa,7
other,1206.0,2.0,5300000.0,2,Apartment,6
Rajaji Nagar,1357.0,2.0,13000000.0,2,Apartment,9
Hosakerehalli,925.0,2.0,4650000.0,2,Apartment,8
8th Phase JP Nagar,909.0,2.0,4090000.0,2,Apartment,6
Brookefield,1100.0,2.0,5500000.0,2,Apartment,6
Malleshwaram,3000.0,5.0,81500000.0,4,Villa,7
Vidyaranyapura,1100.0,2.0,5400000.0,2,Apartment,9
Subramanyapura,975.0,2.0,6500000.0,2,Apartment,9
Raja Rajeshwari Nagar,1306.0,2.0,4417000.0,2,Apartment,5
other,1200.0,4.0,9500000.0,4,Apartment,5
Kalena Agrahara,610.0,1.0,3900000.0,1,Apartment,8
Yelahanka,1484.0,2.0,5640000.0,3,Apartment,6
Ramamurthy Nagar,1125.0,2.0,4700000.0,2,Apartment,9
Bhoganhalli,1447.0,2.0,7597000.0,2,Apartment,5
Whitefield,2882.0,5.0,15800000.0,4,Villa,9
Kundalahalli,2075.0,3.0,11500000.0,3,Apartment,9
other,1250.0,2.0,5800000.0,2,Apartment,7
Horamavu Banaswadi,1272.0,2.0,5150000.0,2,Apartment,9
other,625.0,2.0,2400000.0,2,Apartment,6
1st Phase JP Nagar,840.0,2.0,5000000.0,1,Apartment,7
Hennur Road,2502.0,4.0,18000000.0,4,Villa,8
Rayasandra,583.0,1.0,2690000.0,1,Apartment,9
other,900.0,2.0,2700000.0,2,Apartment,8
Sarjapur  Road,1115.0,2.0,5000000.0,2,Apartment,9
other,1464.0,2.0,5600000.0,2,Apartment,6
Kanakapura,2200.0,3.0,12100000.0,3,Apartment,9
Whitefield,750.0,1.0,5100000.0,1,Apartment,9
Marathahalli,1600.0,3.0,5800000.0,3,Apartment,5
Chikkalasandra,1365.0,2.0,4900000.0,3,Apartment,9
other,1300.0,3.0,6400000.0,3,Apartment,6
other,1200.0,1.0,6900000.0,1,Apartment,7
Hormavu,1260.0,2.0,3500000.0,2,Apartment,8
Electronics City Phase 1,1190.0,2.0,3392000.0,2,Apartment,6
Hosakerehalli,2480.0,4.0,26000000.0,3,Apartment,9
Vishwapriya Layout,1250.0,3.0,3800000.0,3,Apartment,7
Kaggadasapura,1500.0,3.0,7500000.0,3,Apartment,7
Banashankari Stage V,1510.0,3.0,4757000.0,3,Apartment,5
7th Phase JP Nagar,1187.0,2.0,5900000.0,2,Apartment,7
Kundalahalli,1120.0,2.0,5376000.0,2,Apartment,6
Whitefield,1115.0,2.0,3455500.0,2,Apartment,5
other,1717.0,3.0,9900000.0,3,Apartment,9
other,2099.0,3.0,9500000.0,3,Apartment,9
Kasturi Nagar,1100.0,2.0,5800000.0,2,Apartment,7
other,1200.0,1.0,4800000.0,1,Apartment,5
Bannerghatta Road,1465.0,2.0,4587000.0,3,Apartment,6
Kothanur,1500.0,1.0,7500000.0,1,Apartment,8
other,4050.0,4.0,60000000.0,5,Villa,8
Haralur Road,1255.0,2.0,9000000.0,3,Apartment,6
5th Phase JP Nagar,1220.0,2.0,8800000.0,2,Apartment,7
Electronic City Phase II,1065.0,2.0,3088000.0,2,Apartment,5
Sultan Palaya,1765.0,3.0,8000000.0,3,Apartment,8
Bellandur,1281.0,2.0,8700000.0,2,Apartment,5
Electronic City,1210.0,2.0,2500000.0,2,Apartment,9
Kaggadasapura,1215.0,2.0,4300000.0,2,Apartment,8
Ananth Nagar,1200.0,3.0,8700000.0,4,Apartment,9
Mysore Road,1237.0,2.0,7300000.0,2,Apartment,8
Lakshminarayana Pura,1300.0,2.0,7000000.0,2,Apartment,8
Whitefield,1105.0,2.0,3999000.0,2,Apartment,6
Chandapura,1505.0,2.0,4200000.0,3,Apartment,9
Hebbal Kempapura,3900.0,5.0,31000000.0,4,Villa,7
Banashankari,1186.0,2.0,6500000.0,2,Apartment,7
Kengeri,750.0,2.0,3550000.0,2,Apartment,6
Varthur,1083.0,2.0,2800000.0,2,Apartment,5
other,1430.0,2.0,7865000.000000001,3,Apartment,7
Thanisandra,1056.0,2.0,6800000.0,2,Apartment,9
other,2108.0,3.0,8500000.0,3,Apartment,7
Banashankari,1650.0,3.0,10100000.0,3,Apartment,7
Electronic City Phase II,1220.0,3.0,3660000.0,3,Apartment,9
Rayasandra,1198.0,2.0,5400000.0,2,Apartment,5
other,1190.0,2.0,7000000.0,2,Apartment,8
other,900.0,2.0,4100000.0,2,Apartment,7
other,2690.0,4.0,18500000.0,4,Villa,9
Kanakapura,1340.0,2.0,6500000.0,2,Apartment,8
Bommenahalli,2940.0,3.0,225000000.0,4,Villa,9
Giri Nagar,2400.0,6.0,40000000.0,6,Villa,9
Yelahanka,1260.0,2.0,5920000.0,2,Apartment,7
Talaghattapura,2254.0,3.0,15300000.0,3,Apartment,5
other,1800.0,5.0,25000000.0,4,Apartment,9
JP Nagar,820.0,2.0,4500000.0,2,Apartment,6
Electronic City,1296.0,2.0,6500000.0,2,Apartment,5
Uttarahalli,1190.0,2.0,5355000.0,2,Apartment,6
Whitefield,1173.0,2.0,7700000.0,2,Apartment,5
Sarjapura - Attibele Road,1800.0,3.0,9000000.0,3,Apartment,5
Yelahanka,1102.0,2.0,5200000.0,2,Apartment,9
Sarjapur,913.0,2.0,3600000.0,2,Apartment,8
Hormavu,1176.0,2.0,3527000.0000000005,3,Apartment,9
Prithvi Layout,1620.0,3.0,6500000.0,3,Apartment,9
Billekahalli,2968.0,3.0,22500000.0,3,Apartment,8
Yelahanka,1519.0,2.0,6500000.0,2,Apartment,5
Hosur Road,1345.0,2.0,10600000.0,2,Apartment,6
other,1594.0,3.0,9900000.0,3,Apartment,7
other,1250.0,2.0,6800000.0,2,Apartment,7
Haralur Road,1056.0,2.0,6000000.0,2,Apartment,9
Whitefield,1200.0,3.0,6840000.000000001,3,Apartment,5
other,1290.0,1.0,7750000.0,2,Apartment,6
other,1150.0,2.0,4800000.0,2,Apartment,6
other,1464.0,2.0,14500000.0,2,Apartment,9
Anekal,1200.0,2.0,3600000.0,4,Apartment,7
Gollarapalya Hosahalli,861.0,2.0,3650000.0,2,Apartment,6
Kundalahalli,1047.0,2.0,8262000.0,2,Apartment,8
other,1200.0,2.0,7500000.0,2,Apartment,6
other,1065.0,2.0,4500000.0,2,Apartment,9
Rajaji Nagar,2300.0,3.0,36900000.0,3,Apartment,7
Ramamurthy Nagar,1000.0,2.0,6200000.0,2,Apartment,7
Lingadheeranahalli,1682.0,3.0,11300000.0,3,Apartment,5
Harlur,1756.0,3.0,13100000.0,3,Apartment,8
other,4000.0,4.0,100000000.0,5,Villa,9
Vittasandra,1238.0,2.0,6731999.999999999,2,Apartment,9
Dasanapura,814.0,2.0,4200000.0,2,Apartment,8
Dodda Nekkundi,1145.0,2.0,4650000.0,2,Apartment,5
Varthur,965.0,2.0,3400000.0,2,Apartment,8
other,750.0,2.0,3600000.0,2,Apartment,6
Banashankari,1300.0,2.0,5500000.0,3,Apartment,6
1st Phase JP Nagar,1590.0,3.0,13100000.0,3,Apartment,9
Begur Road,644.0,1.0,4000000.0,1,Apartment,5
Whitefield,982.0,2.0,3700000.0,2,Apartment,6
Indira Nagar,1260.0,2.0,10000000.0,2,Apartment,7
Rayasandra,1555.0,3.0,7517000.0,3,Apartment,8
other,2500.0,4.0,45000000.0,4,Villa,9
Kaggadasapura,1225.0,2.0,4800000.0,2,Apartment,5
Electronics City Phase 1,1085.0,2.0,4600000.0,2,Apartment,5
Rajaji Nagar,1640.0,3.0,22000000.0,3,Apartment,9
Thanisandra,1595.0,3.0,11000000.0,3,Apartment,6
Raja Rajeshwari Nagar,1196.0,2.0,4044000.0,2,Apartment,6
Yelahanka,1859.0,3.0,10800000.0,3,Apartment,9
9th Phase JP Nagar,1079.0,2.0,6000000.0,2,Apartment,6
Whitefield,1118.0,2.0,4200000.0,2,Apartment,9
CV Raman Nagar,1198.0,2.0,6000000.0,2,Apartment,7
Thigalarapalya,1830.0,4.0,13500000.0,3,Apartment,9
Banashankari Stage VI,1160.0,2.0,5900000.0,2,Apartment,5
other,1485.0,2.0,15600000.0,3,Apartment,8
other,2070.0,3.0,13500000.0,3,Apartment,7
Kannamangala,957.0,2.0,5250000.0,2,Apartment,6
Basaveshwara Nagar,2400.0,4.0,31000000.0,5,Villa,7
Bannerghatta Road,1268.0,2.0,6900000.0,2,Apartment,8
Bannerghatta Road,1450.0,2.0,8700000.0,3,Apartment,5
other,1600.0,2.0,7500000.0,3,Apartment,5
Uttarahalli,1330.0,2.0,5700000.0,3,Apartment,7
Jakkur,1355.0,2.0,6500000.0,3,Apartment,6
Horamavu Banaswadi,1272.0,2.0,5150000.0,2,Apartment,5
other,1100.0,2.0,3849000.0,2,Apartment,7
Sarjapur  Road,1220.0,3.0,5800000.0,3,Apartment,6
Chikkalasandra,1075.0,2.0,4676000.0,2,Apartment,6
other,800.0,2.0,5500000.0,2,Apartment,6
Vasanthapura,995.0,2.0,3482000.0,2,Apartment,6
other,900.0,1.0,4400000.0,2,Apartment,9
Haralur Road,1140.0,2.0,4200000.0,2,Apartment,8
other,1480.0,2.0,12500000.0,3,Apartment,9
Padmanabhanagar,1710.0,2.0,9063000.0,3,Apartment,8
Talaghattapura,2106.0,3.0,14800000.0,3,Apartment,8
other,3800.0,2.0,13000000.0,3,Apartment,9
Marathahalli,1602.0,2.0,10400000.0,2,Apartment,6
Sarjapur  Road,1660.0,2.0,11600000.0,3,Apartment,7
Electronic City Phase II,1549.0,3.0,8000000.0,3,Apartment,5
Marathahalli,700.0,1.0,3800000.0,1,Apartment,6
Balagere,1012.0,2.0,6400000.0,2,Apartment,9
Marathahalli,1469.0,3.0,8900000.0,3,Apartment,7
Whitefield,1216.0,2.0,6900000.0,2,Apartment,8
Electronic City Phase II,1065.0,2.0,5613000.0,2,Apartment,5
Thanisandra,1411.0,3.0,9315000.0,3,Apartment,7
Pai Layout,1400.0,2.0,5750000.0,2,Apartment,6
Hoskote,1250.0,3.0,2900000.0,3,Apartment,5
Haralur Road,1245.0,2.0,6200000.0,2,Apartment,8
Choodasandra,1115.0,2.0,5000000.0,2,Apartment,6
Vidyaranyapura,1000.0,2.0,3500000.0,2,Apartment,5
Panathur,1580.0,3.0,7189000.0,3,Apartment,7
Subramanyapura,1800.0,3.0,9000000.0,3,Apartment,9
other,1500.0,2.0,13000000.0,2,Apartment,6
Chandapura,645.0,1.0,1645000.0,1,Apartment,9
Kothannur,1275.0,3.0,4400000.0,3,Apartment,9
Kasavanhalli,1494.0,3.0,8200000.0,3,Apartment,8
Bhoganhalli,1949.0,3.0,12900000.0,3,Apartment,5
BTM Layout,1020.0,2.0,4650000.0,2,Apartment,8
Mysore Road,883.0,2.0,4500000.0,2,Apartment,7
Old Airport Road,3200.0,4.0,28000000.0,4,Villa,8
other,2010.0,3.0,12500000.0,3,Apartment,8
Yeshwanthpur,1240.0,2.0,8000000.0,2,Apartment,7
6th Phase JP Nagar,1213.0,2.0,6300000.0,2,Apartment,6
Hegde Nagar,1835.0,3.0,8800000.0,3,Apartment,6
Bannerghatta Road,2932.0,5.0,19500000.0,4,Villa,7
Whitefield,3425.0,5.0,25000000.0,4,Villa,7
Gottigere,945.0,2.0,4500000.0,2,Apartment,8
other,1504.0,2.0,10000000.0,3,Apartment,7
Lakshminarayana Pura,1569.0,3.0,15000000.0,3,Apartment,5
Harlur,1755.0,3.0,13000000.0,3,Apartment,8
Vijayanagar,1760.0,3.0,14000000.0,3,Apartment,9
Hoodi,1240.0,2.0,4394000.0,2,Apartment,6
Electronics City Phase 1,1450.0,3.0,7254000.000000001,3,Apartment,5
5th Phase JP Nagar,1000.0,2.0,4800000.0,2,Apartment,9
Shivaji Nagar,3820.0,1.0,30600000.0,1,Apartment,6
other,2000.0,4.0,14500000.0,5,Apartment,6
Choodasandra,1215.0,2.0,5900000.0,2,Apartment,5
Yelachenahalli,1330.0,3.0,7350000.0,3,Apartment,8
